,index,content,score,score_cat,detected_language
402,78,i am having a problem with the auto scroll to bottom button because where i try to read of take screenshot from the text the auto scroll button come in from of the text making it difficult to read the last line in the screenshot so then i have to take double screenshot can you just remove it of move it to somewhere else where it doesn't interact with the text thanks overall it's a very nice app i,4,neutral,en
403,79,it's a good app and it allows me to make youtube scripts and just do whatever i love it but if there was one thing i would change is how other chats are setup because on pa you can just see them on the side of your screen but mobile you have to go all the way the history button but over all it's a good app and i would recommend it to everyone i know,4,neutral,en
404,80,chatgpt itself is amazing the concept of what it is is just mind blowing,2,negative,en
405,80,the reason i'm giving 2 stars though is that the beta features that was out a few weeks ago such as text to speech for chatgpt plus isn't there for me despite it being so everywhere else for others,2,negative,en
406,80,features like this shouldn't be rolling out when it's a paid feature to poetry especially being past half a month waiting,2,negative,en
407,81,the new verification process just cause this ask a start,2,negative,en
408,81,as a senior citizen i find the verification by sound or pattern very problematic,2,negative,en
409,81,first the process is lengthy,2,negative,en
410,81,then the sound or pattern are very complex,2,negative,en
411,81,hope you can simplify them for our benefit,2,negative,en
412,82,love the premium version,5,positive,en
413,82,aside from the academic uses the answers are surprisingly calming when other topics are discussed,5,positive,en
414,82,the voice message is also very natural and useful,5,positive,en
415,82,i just wish the subscription were a bit cheaper,5,positive,en
416,83,it's alright i suppose for certain things,3,negative,en
417,83,i don't see myself personally using it in my everyday life thought,3,negative,en
418,83,also because it's not updated since 2021 is something i constantly find to be an issue while using it,3,negative,en
419,83,also the fact it can't talk about many many subjects and topics,3,negative,en
420,83,just an fbi if there was a restricted version of chatgpt where it was less censored and more explicit,3,negative,en
421,83,i'd buy that immediately,3,negative,en
422,84,i am thoroughly impressed with chatgpt!,5,positive,en
423,84,this app has proven to be an incredibly useful tool for various tasks,5,positive,en
424,84,its ability to provide assistance and generate accurate responses is remarkable,5,positive,en
425,84,the user interface is intuitive and easy to navigate making the overall experience enjoyable,5,positive,en
426,84,i highly recommend chatgpt to anyone looking for a reliable and efficient powered chatbot.,5,positive,en
427,85,i was using this on my pa for a while,5,positive,en
428,85,it's nice to have the convenience of an app version,5,positive,en
429,85,have not used it extensively but the few conversations i've had have been impressive,5,positive,en
430,85,i actually tried writing a very rudimentary ai program in basic in the 1990s.,5,positive,en
431,85,not like eliza a bit more involved than that,5,positive,en
432,85,chatgpt is amazing and we are still in the pong stage of ai and robotics,5,positive,en
433,85,i heard someone recently say on a news show that they are sure that robothuman weddings will be legal by 2050.,5,positive,en
434,86,it does everything opera's product description says,5,positive,en
435,86,i'm not aware of their advertising beyond that so ink if they oversell it but at face value it's cool enough to know that something like this is available for free,5,positive,en
436,86,this get the free version of chatgpt won't help you brainstorm as much like a person would as get but i don't have a use for that but gate's available for purchase as premium,5,positive,en
437,86,it culls out bigoted sentiments which is nice because that's overrepresented elsewhere,5,positive,en
