,index,content,score,score_cat
397,74,"Some of the information it portrays is inaccurate, but for the most part, the information is accurate and can get fairly technical.",5,positive
398,74,"There are many other uses for this app, but just asking questions about various topics is my favorite use.",5,positive
399,75,"Can't open fast app open hone ke bad w""After opening the app, it spins like a circle for a few seconds.",4,neutral
400,75,Why is this happening?,4,neutral
401,75,This issue occurred after the update; it didn't happen before.,4,neutral
402,75,"Also, it used to provide suggestions earlier, but it doesn't anymore.""",4,neutral
403,76,"ChatGPT 4, with its ChatGPT Plus and Dall E 3 features, has truly elevated user engagement.",5,positive
404,76,"The improved accuracy, personalized touch, and enhanced functionalities make it a reliable and creative tool.",5,positive
405,76,"The developers have showcased remarkable finesse, making AI interaction intuitive and enjoyable.",5,positive
406,76,The continuous updates hint at a promising future for this app.,5,positive
407,76,Highly recommended for anyone keen on harnessing advanced AI!,5,positive
408,77,Everything's perfect except I cannot use photo or file features on an Android phone.,4,neutral
409,77,The only permissions that the app have available are for microphone.,4,neutral
410,77,"In Android apps, permissions need to be added to ask to allow camera and filesystem please.",4,neutral
411,77,Thank you!,4,neutral
412,78,"I am having a problem with the auto scroll to bottom button, because where i try to read of take screenshots from the text the auto scroll button come in from of the text making it difficult to read the last line in the screenshot so then i have to take double screenshorts, can you just remove it of move it to somewhere else where it doesn't interact with the text thanks, overall it's a very nice app ❤️",4,neutral
413,79,it's a good app and it allows me to make YouTube scripts and just do whatever I love it but if there was one thing I would change is how other chats are setup because on PC you can just see them on the side of your screen but mobile you have to go all the way the history button but over all it's a good app and I would recommend it to everyone I know.,4,neutral
414,80,"ChatGPT itself is amazing, the concept of what it is is just mind blowing.",2,negative
415,80,"The reason I'm giving 2 stars though is that the beta features that was out a few weeks ago, such as text to speech for chatGPT plus isn't there for me despite it being so everywhere else for others.",2,negative
416,80,"Features like this shouldn't be ""rolling out"" when it's a paid feature to use/try, especially being past half a month waiting.",2,negative
417,81,The new verification process just cause this apk a star.,2,negative
418,81,"As a senior citizen, I find the verification by sound or pattern very problematic.",2,negative
419,81,First the process is lengthy.,2,negative
420,81,Then the sound or pattern are very complex.,2,negative
421,81,Hope you can simplify them for our benefit.,2,negative
422,82,Love the premium version!,5,positive
423,82,"Aside from the academic uses, the answers are surprisingly calming when other topics are discussed.",5,positive
424,82,The voice message is also very natural and useful.,5,positive
425,82,I just wish the subscription were a bit cheaper!,5,positive
426,83,It's alright I suppose for certain things.,3,negative
427,83,I don't see myself personally using it in my everyday life though.,3,negative
428,83,Also because it's not updated since 2021 is something I constantly find to be an issue while using it.,3,negative
429,83,Also the fact it can't talk about many many subjects and topics.,3,negative
430,83,Just an FYI If there was a Restricted version of chatgpt where it was less sensored and more explicit.,3,negative
431,83,I'd buy that immediately.,3,negative
432,84,I am thoroughly impressed with ChatGPT!,5,positive
433,84,This app has proven to be an incredibly useful tool for various tasks.,5,positive
434,84,Its ability to provide assistance and generate accurate responses is remarkable.,5,positive
435,84,"The user interface is intuitive and easy to navigate, making the overall experience enjoyable.",5,positive
436,84,I highly recommend ChatGPT to anyone looking for a reliable and efficient AI-powered chatbot.,5,positive
437,85,I was using this on my PC for a while.,5,positive
438,85,It's nice to have the convenience of an app version.,5,positive
439,85,Have not used it extensively but the few conversations I've had have been impressive.,5,positive
440,85,I actually tried writing a very rudimentary AI program in BASIC in the 1990s.,5,positive
441,85,Not like ELIZA; a bit more involved than that.,5,positive
442,85,"ChatGPT is amazing, and we are still in the PONG stage of AI and robotics.",5,positive
443,85,I heard someone recently say on a news show that they are sure that robot-human weddings will be legal by 2050.,5,positive
444,86,It does everything OpenAI's product description says.,5,positive
445,86,"I'm not aware of their advertising beyond that, so idk if they oversell it, but at face value it's cool enough to know that something like this is available for free.",5,positive
446,86,"This GPT-3 (the free version of ChatGPT) won't help you brainstorm as much like a person would as GPT-4 but i don't have a use for that, but gpt4's available for purchase as ""Premium"".",5,positive
